,churn,chat_log
1333,no,"Klient: Myślę o uaktualnieniu ze starego telefonu BT do nowego telefonu BT.
TelCom Agent: Świetnie, więc jak rozpocząć proces aktualizacji?
Klient: Chciałbym uaktualnić moją umowę, która kończy się w październiku przyszłego roku i zaczynam myśleć o alternatywach dla mojego obecnego telefonu. Dlatego chciałbym wiedzieć, czy jest jakiś sposób, abym mógł uaktualnić moją umowę lub czy powinienem rozważyć inne alternatywy.
TelCom Agent: Świetnie, więc myślisz o aktualizacji do smartfona lub tabletu w ciągu najbliższych 12 miesięcy. Co z innymi usługami, z których obecnie korzystasz?"
1334,yes,"Klient: Cóż, korzystam z usługi od około roku, a prędkości Internetu były naprawdę bardzo wolne i miałem problemy z niektórymi filmami.
Agent TelCom: Dobra, przyjrzę się temu. Ale jestem pewien, że nie chodzi tylko o prędkość. Mam na myśli to, że jestem menedżerem na parkiecie, więc jestem tu prawdopodobnie prawie rok, wiesz, jestem w 100 procentach pewien, że to nie tylko duży problem z prędkością.
Klient: Wiem, zgadza się.
Agent TelCom: Dobra, cóż, skontaktuję się z szefem wsparcia technicznego i wrócę do ciebie tak szybko, jak to możliwe"
1335,no,Nan
1336,no,"Klient: Szukałem głosu.
Agent TelCom: O tak, chciałbym uaktualnić cię do nieograniczonego głosu z dostaniesz go za darmo.
Klient: Och, oferujesz mi bezpłatne uaktualnienie do nieograniczonego głosu?
Agent TelCom: Oczywiście.
Za pomocą kliknięcia przycisku Tameika usuwa konto Anny, a następnie wysyła Annie wstępnie wypełniony formularz, na który musi odpowiedzieć, zanim zgodzi się na usunięcie konta.
Nie możemy powiedzieć, że jest to ""darmowa"" usługa internetowa, ale z pewnością jest ""lepsza niż nic"" i na pewno ""lepsza niż brzydka, ale darmowa"
1337,yes,Nan
1338,no,"Klient: Nie mam żadnych danych do uaktualnienia, ale chcę uaktualnić do głosu i chcę się tylko upewnić, że otrzymuję odpowiednią cenę, jeśli dokonam aktualizacji.
Agent TelCom: W porządku, przeprowadzę szybką analizę, aby zobaczyć, co możesz uzyskać.07 centów za minutę w stosunku do obecnych warunków obecnej umowy. Więc jeśli miałbyś zamówić i otrzymać ten sam plan bezprzewodowy, który obecnie masz, kosztowałoby to w sumie 2.75 USD miesięcznie za te minuty, 1.00 USD za SMS i 0.25 USD za MB. Oto, gdzie dojdę"
1339,yes,"Klient: Reklamy docierają do mnie. Chciałem anulować od mojego trzeciego telco. Do innych, do których dzwoniłem, że jest to opcja, a następnie nakładają 10% opłaty na górę, na którą nie można sobie pozwolić, a następnie pobierają opłaty za połączenia z pocztą głosową, co jest moim problemem. Ponieważ moja poczta głosowa nie działa, wiadomości stają się fałszywymi połączeniami. Jesteśmy w pracowitym okresie rozliczeniowym i mam dużo telefonów i próbuję się tego pozbyć.
Agent TelCom: Cóż, to niefortunny Jason. Spróbuję z nią o tym porozmawiać.
TelCom Agent: W porządku. Będziemy musieli się temu przyjrzeć."
1340,no,"Klient: Zdecydowałem się na ulepszenie mojego głosu.
Agent TelCom: To dość skomplikowany proces w tej chwili, Holly, ale jestem pewien, że możemy cię uaktualnić do głosu jeszcze dzisiaj.
Klient: Dziękuję. Jak to się dzieje? Czy muszę dzwonić do agenta TelCom?
Agent telekomunikacyjny: To zależy od zakupionej usługi i posiadanej umowy. Więc jeśli kupiłeś usługę telefonii domowej i w momencie pierwszej transakcji umowa była taka, że masz być obsługiwany przez TelInet, dzwonisz do TelInet i prosisz o uaktualnienie do usługi głosowej, i"
1341,no,"Klient: Chciałbym uaktualnić moje połączenie głosowe z roczną umową do umowy miesięcznej.
TelCom Agent: Doskonale, a jaki jest twój numer?
Klient: Mam zaległości w płaceniu rachunku i chciałbym zadzwonić głosowo i otrzymać rachunek.
Agent TelCom: W porządku, dzięki John. Jak więc chcesz postępować? Chcesz przedłużyć bieżący rok lub chcesz przenieść się na dożywotnią umowę?
Klient: Chciałbym przedłużyć mój kontrakt na bieżący rok i przejść na kontrakt dożywotni. Czy są jakieś inne komponenty, które chciałbyś, abym uaktualnił?"
1342,no,"Klient: Komponent danych, chciałbym uaktualnić moje dane.
Agent TelCom: Dziękuję Sharon, więc możemy zacząć od wysłania kuponu uaktualnienia, w którym w tym przypadku wysyłam go na twoje konto e-mail, musisz wprowadzić kod kuponu, który jest: 1.00000000. Dziękuję Sharon. Co chciałbyś robić dalej?
Klient: Chciałbym uaktualnić mój komponent głosowy, nie mam żadnych innych pytań. Chcę uaktualnić komponent głosowy
Agent TelCom: Ok, Sharon, więc uważam, że najlepszym sposobem na to jest wywołanie linii mieszkalnej i"
1343,no,Nan
1344,yes,Nan
1345,yes,"Klient: Chodzę do TelCom od wielu lat i ostatnio byłem bardzo niezadowolony z usługi i doprowadza mnie to do szału.
Agent TelCom: Przykro mi to słyszeć, czy rozmawiałeś już ze swoim agentem TelCom?
Klient: Nie, rozmawiałem z agentem TelCom, powiedzieli mi, żebym do ciebie zadzwonił i to do ciebie mam zadzwonić.
Agent TelCom: Cóż, mamy wielu agentów, którzy mogą ci pomóc, ale będę musiał zadzwonić do biura korporacyjnego, aby sprawdzić, czy mogą ci pomóc.
Klient: Naprawdę chcę anulować umowę, ale nie chcę"
1346,yes,"Klient: Cóż, dostaję świetną ofertę od firmy o nazwie MiCom. Zamierzają mnie do nich przerzucić, ale nie jestem niezadowolony z TelComu. Po prostu nie chcę się nimi dłużej zajmować.
Agent TelCom: Przykro mi, Dennis, ale nie mogę ci pomóc. Powiedziano mi, że nie chcesz już przechodzić przez kanały TelCom.
Klient: Cóż, nie mogę nic przebić.
Agent TelCom: Okej, więc przejdę do następnego poziomu. Przyślę ci mojego przełożonego, który jest ze mną od 10 lat. Ona ci pomoże"
1347,no,Nan
1348,no,"Klient: W tej chwili jestem na linii głosowej. Płacę tylko 10 dolarów miesięcznie za linię telefoniczną. Chcę uaktualnić zarówno tekst, jak i dane.
TelCom Agent: Świetnie! Od tego możemy zacząć. Polecam jak najszybciej zadzwonić do naszego działu obsługi klienta i poprosić o zrobienie tego. Będziemy tam tak szybko, jak to możliwe, aby omówić z Tobą nową umowę.
Klient: A jak długo to potrwa? Muszę być tam jutro o 9:00 rano.
TelCom Agent: W tej chwili to tylko kwestia zaplanowania rozmowy."
1349,no,"Klient: Dobrze, chciałbym uaktualnić z mojego amerykańskiego Internet Voice do amerykańskiej internetowej usługi tekstowej z 30 GB danych w cenie 50 USD / miesiąc. Dziękuję.
Agent TelCom: Dobra, porozmawiam z szefem działu i wkrótce wrócę do ciebie na temat tej aktualizacji.
Klient: Okej, dzięki.
Dzwoniłem do TelCom 200 razy w ciągu dwóch tygodni i podczas każdej rozmowy powiedziano mi: ""Dziękuję za rozmowę"" i ""To są moje dane osobowe. Nie ujawniaj tych informacji nikomu, nawet swojemu serwisowi internetowemu"
1350,yes,Nan
1351,no,"Klient: Chciałbym uaktualnić do pakietu danych, głosu lub tekstu, dodać 25,00 USD za każdą dodatkową aktualizację.
TelCom Agent: Wow, to dużo pieniędzy na więcej danych. Jaki rozmiar uaktualnienia chcesz wprowadzić?
Klient: W porządku 1 GB i 3 GB.
TelCom Agent: Czy chcesz zacząć od nowa z tą samą usługą bezprzewodową?
Klient: Chciałbym zacząć od nowa z TelCom, ale linia nie jest jeszcze podłączona i nie mogę uzyskać dostępu do aplikacji na telefon.
Agent TelCom: Hej Katherine, możesz do mnie oddzwonić z numerem telefonu Tel"
1352,no,Nan
1353,no,Nan
1354,no,"Klient: Chcę uaktualnić mój telefon z telefonu wielofunkcyjnego do telefonu podstawowego.
Agent TelCom: OK, nie jestem pewien, czy masz jeden z nowych tańszych modeli, ale możesz uaktualnić do podstawowego telefonu i uzyskać zniżkę w wysokości około 30 USD miesięcznie.
Klient: Jestem zdezorientowany. Mówisz, że uaktualnij do podstawowego telefonu i uzyskaj zniżkę w wysokości 30 USD, ale czy mówisz o telefonie z danymi lub telefonie głosowym?
TelCom Agent: Telefon danych. Możesz wybrać jeden z dwóch różnych planów. Możesz uzyskać nieograniczoną ilość danych i rozmawiać lub rozmawiać i wysyłać SMS-y. Twój rachunek będzie zależał od:"
1355,no,"Klient: Moja usługa DSL jest dobra, ale mówi, że jest aktualna, ale nie była aktualizowana od tygodni. Chcę, aby numer telefonu był automatycznie przekazywany na mój telefon komórkowy.
Agent TelCom: To dobry pomysł, Miriam. Możesz kupić smartfon z numerem telefonu, który jest automatycznie przekazywany na Twój telefon komórkowy.
Klient: Naprawdę? Brzmi świetnie! To 15 dolarów miesięcznie za 3 lata służby.
Agent TelCom: To znacznie lepiej niż 25 USD, które moja firma pobiera od mnie za tę samą usługę.
TelCom Agent: Czy byłoby to dla ciebie możliwe"
1356,no,"Klient: Będę musiał przyjrzeć się, jak nasza obecna obsługa klienta zostanie poprawiona. Chcę uaktualnić do ulepszonego pakietu głosowego.
Agent TelCom: Dziękuję Dallas. A ile kosztuje ta związana z tym aktualizacja?
Klient: Tylko sto dolarów.
Agent TelCom: Bardzo dobry Dallas. Jeśli masz jakiekolwiek pytania dotyczące naszych obecnych usług, chętnie Ci pomogę.
Agent TelCom: Dziękuję Dallas. Do widzenia."
1357,no,"Klient: Chciałbym uaktualnić moją usługę do rozmowy i SMS-ów.
TelCom Agent: A powód, dla którego chcesz uaktualnić ten komponent, jest?
Klient: Chcę pozwolić moim dzieciom korzystać z Internetu, a oni prosili mnie, abym pozwolił im to zrobić po drugiej stronie rozmowy, a ja po prostu nie mogę tego zrobić. Teraz mogą wybrać własną metodę łączenia.
Agent TelCom: W porządku. A jak chciałbyś je nazwać i co chciałbyś powiedzieć, aby wyjaśnić, dlaczego musisz uaktualnić?
Klient: Chciałbym powiedzieć, że chciałbym móc zadzwonić do nich z"
1358,no,Nan
1359,yes,"Klient: Więc pod koniec dnia chcę po prostu odejść i nie miałem z nimi kontaktu od miesięcy.
Agent TelCom: Och, w porządku. Czy możesz dać mi znać, na czym polega problem?
Klient: Byłem zajęty rodziną i ostatnio nie miałem okazji nic zrobić z modemem. Nie chcę płacić za usługi, których nie mogą naprawić. Walczę z nimi od miesiąca i jestem pewien, że mówię w imieniu innych ludzi, kiedy mówię, że zasługujemy na coś lepszego.
Agent TelCom: Przykro mi słyszeć, że Esperanza. Czy mogę zapytać, czy wysłałeś list reklamacyjny do"
1360,no,"Klient: Cóż, korzystam z usługi przez ostatnie dwa lata i nie jestem pewien, czy chciałbym uaktualnić dane, ale chciałbym uaktualnić mój telefon.
Agent TelCom: W porządku. Ile chcesz zapłacić?
Klient: Och, zapłacę około £49.00.
TelCom Agent: Od dzisiaj?
Klient: Tak
Agent TelCom: George, jak się masz?
George: Dobrze. Spóźniliśmy się, przepraszamy.
Agent TelCom: Przepraszam George'a. Wydajesz się trochę na krawędzi. Dzisiejszy poranek był trochę złym dniem"
1361,no,"Klient: Jedyne, co chciałbym uaktualnić, to dane. Pozostałe elementy są dla mnie zadowolone.
TelCom Agent: Dziękujemy za zainteresowanie. Cóż, jak rozumiem, obecnie masz 12-miesięczną umowę serwisową. Chcesz podpisać 12-miesięczną umowę lub 30-dniowy okres próbny?
Klient: Chcę zapisać się na 30-dniowy okres próbny.
Agent TelCom: To świetnie, Lara. Czy obecnie masz jakieś linie telefoniczne?
Klient: Tak, tylko jedna linia.
TelCom Agent: Czy chciałbyś utrzymać tę linię?
Klient: Nie, chciałbym"
1362,no,"Klient: Chciałbym uaktualnić wszystkie trzy naraz.
Agent TelCom: Przykro mi, ale byliśmy w stanie dać ci tylko opcję aktualizacji komponentu 3M, z którego obecnie korzystasz. Czy możesz podać nam swój aktualny numer konta TelCom, abyśmy mogli wprowadzić Cię do kolejki aktualizacji?
Klient: Tak, to jest idealne. Mam tylko jedno pudełko, ale mam usługę od 3 lat i mam zamiar przejść na TelCom.
Agent TelCom: Ok. Jesteśmy w stanie dać Ci taką możliwość. Pudełko, które obecnie posiadasz, jest aktualizowane i będziesz"
1363,no,"Klient: Głos, tekst i dane.
TelCom Agent: W porządku. Przyjrzę się szczegółom dla ciebie i będziemy mogli zacząć od drogi, aby ulepszyć swoją.
Klient: Dziękuję Dziękuję bardzo. Jestem dumny i chciałem tylko podziękować za całą pomoc, jakiej mi udzieliliście w ciągu ostatnich czterech lat. Na pewno będę o tym pamiętać, gdy będę potrzebował nowego dostawcy. To była przyjemność z tobą rozmawiać.
TelCom Agent: Dziękuję bardzo. To będzie ostatni dzwonek dnia"
1364,yes,"Klient: Cóż, nie mogę sobie wyobrazić innego sposobu niż powiedzieć, że jestem tutaj, aby zakończyć moją usługę, ok?
TelCom Agent: Rozumiem, czy mogę zadać ci kilka pytań?
Klient: Jasne.
TelCom Agent: Czy możesz zacząć od powiedzenia mi, jak długo jesteś z obecnym dostawcą?
Klient: Dwa lata i cztery miesiące.
TelCom Agent: Ok, więc to wszystko. Więc jesteś gotowy, aby przejść dalej, czy chcesz, żebym wysłał cię do innego dostawcy, czy możesz po prostu anulować abonament kablowy tu i teraz?
Klient: Mogę anulować subskrypcję.
TelCom Agent: Ok, będziemy"
1365,no,"Klient: Szukam planu, który będzie obejmował zarówno głos, jak i dane z co najmniej 50 USD do wykorzystania na głos, czyli 25 USD tutaj w SFO.
TelCom Agent: Dzięki za zainteresowanie Richard. Mamy plan początkowy, który wynosi 59,99 USD za nieograniczone połączenia, SMS-y i dane. Plany można uaktualnić do maksymalnej ilości danych i głosu, które nadal będą wynosić 59.99 USD lub jako standardowy plan, maksymalna ilość danych za 44.99 USD za nieograniczony tekst, który zapewnia nieograniczoną liczbę SMS-ów z dowolną prędkością do 1000 kbs. Plany można uaktualnić do maksymalnie nieograniczonego planu, który będzie obejmował wszystkie 3 i będzie"
1366,no,"Klient: Chcę uaktualnić usługę głosową do najnowszych dostępnych planów.
Agent TelCom: Ok, więc masz aktualny rachunek telefoniczny, czy chcesz kupić nowy telefon?
Klient: Mam aktualny rachunek telefoniczny i tak, chcę uaktualnić do nowego telefonu.
TelCom Agent: Cóż, dzisiaj będziemy szukać nowego telefonu. Ten telefon będzie telefonem Verizon Verizon. Czy będzie to do przyjęcia?
Klient: Oczywiście.
TelCom Agent: A co wiesz o kosztach tutaj?
Klient: Jestem"
1367,no,"Klient: Nie, nie przejmuję się danymi i chciałbym zachować swój numer telefonu, więc chciałbym uaktualnić mój telefon.
Agent TelCom: W związku z tym nie mogę zagwarantować żadnej zmiany w twoich preferencjach. Jeśli uważasz, że nie jesteś zadowolony z bieżącej usługi w tym momencie, możesz skontaktować się z zespołem ds. Relacji z klientami pod numerem 888-376-2261. Jeśli nie mogę ci pomóc w tej chwili, jestem gotów pomóc ci w późniejszym terminie.
Klient: Dziękuję bardzo Jessica za pomoc.
Jessica: Dziękuję, Charles,"
1368,no,"Klient: Wszystkie trzy. Mam 3-letni kontrakt, więc chciałbym uaktualnić do 4 lat z 3 lat.
Agent TelCom: Okej, tylko dla pewności, że możemy zrozumieć, co chciałbyś zrobić. Co chcesz teraz zrobić?
Klient: Właśnie zadzwoniłem do TelCom i powiedzieli, że wszyscy ich nowi klienci muszą uaktualnić do 4 lat z 3 lat.
Agent TelCom: W porządku. A jak długo chcesz pozostać w ramach umowy?
Klient: Powiedziałem, że chciałbym zostać do czasu aktualizacji.
Agent TelCom: W porządku. Dziękujemy za wejście"
1369,no,"Klient: Rozważam uaktualnienie z pakietu 18M, który kończy się dzisiaj, do pakietu 40M.
TelCom Agent: To niesamowite! Do jakich innych pakietów chciałbyś teraz uaktualnić?
Klient: Myślę, że chciałbym spojrzeć na całe spektrum, gdybym mógł. Planuję uaktualnić do pakietu internetowego i telewizyjnego w piątek.
Agent TelCom: Dobrze, jestem pewien, że ci się spodoba! Gdy tam będziesz, poinformuj ich, że chcesz uaktualnić jeszcze dzisiaj.
Klient: Wiem, że macie dużą konkurencję, ale chciałbym zostać"
1370,no,"Klient: Cóż, właściwie nie miałem żadnych problemów z usługami, które otrzymałem od TelCom. Chciałbym móc korzystać z kilku dodatkowych funkcji mojej usługi, ale chciałbym zachować tę samą stawkę.
Agent TelCom: Dobra, możesz na razie utrzymać obecną stawkę. Dziękujemy za współpracę.
Klient: Okej, jak powiedziałem, jestem zadowolony z obecnego poziomu usług, które otrzymałem. Chciałbym tylko móc korzystać z dodatkowych funkcji mojego serwisu. Albo przerzuciłbym się na droższą usługę.
Agent TelCom: Przepraszam"
1371,no,"Klient: Chciałbym uaktualnić moją usługę TelCom Not Service.
TelCom Agent: Świetnie. Więc chcesz uaktualnić z abonamentu miesięcznego 20 do miesięcznego planu 35 lub 40 USD.
Klient: Chciałbym uaktualnić plan z 20 USD do planu 35/40 USD.
Agent TelCom: Świetnie, kliencie. Teraz, jeśli mógłbyś mi powiedzieć, jaka jest różnica między tymi planami?
Klient: Chciałbym więc uaktualnić do miesięcznego planu 35 USD.
Agent TelCom: Ok, to będzie $ 35 / miesiąc.
Agent TelCom: Dzięki, Lyndon."
1372,no,"Klient: Przepraszam, czy mogę uaktualnić swoje dane?
Agent telekomunikacyjny: Tak, przejdź do sekcji swojego konta na stronie internetowej TelCom i wybierz sekcję usług danych. Oto aktualne dostępne ceny.
Klient: Chcę uaktualnić moje dane.
TelCom Agent: Czy możesz teraz uaktualnić swoje dane?
Klient: Tak, mogę teraz uaktualnić moje dane.
TelCom Agent: No dobrze, więc chciałbyś uaktualnić swoje dane?
Klient: Tak.
TelCom Agent: Świetnie! Więc miałbyś wszystkie niezbędne usługi zgodnie z planem na luty?
Klient"
