churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,"Klient: Jestem całkiem zadowolony z planu głosowego, który obecnie posiadam. Chciałbym przejść na plan tekstowy i zastanawiam się, ile będzie mnie to kosztować.
Agent TelCom: Cóż, możemy zacząć od sprawdzenia dostępnych planów taryfowych na transmisję danych i sprawdzić, czy możliwe jest przynajmniej uaktualnienie planu taryfowego na transmisję danych.
Klient: OK. Ile kosztowałoby mnie uaktualnienie planu taryfowego na transmisję danych?
Agent TelCom: Przejście z planu głosowego na plan taryfowy dotyczący danych kosztowałoby 50 USD.
Klient: O co chodzi?
Agent TelCom: Cóż, .",RI,94,area_code_415,no,no,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0
no,"Klient: Modernizacja dotyczy tylko połączeń głosowych. Szukam linii, na której będę mógł rozmawiać z rodzicami.
Agent TelCom: To brzmi jak bardzo rozsądne żądanie. Czy może Pan przynieść ze sobą całą dokumentację?
Klient: Jasne, mam kopię mojego konta, moją osobistą kopię. Mam też moją umowę najmu.
Agent TelCom: Wszystko to jest potrzebne, aby pomóc w modernizacji. Dostarczamy klientowi wszystkie dokumenty, które mogą być potrzebne do przeprowadzenia aktualizacji.
Oznacza to, że firma nie miała nic przeciwko listom, dokumentom ani danym osobowym Marii Rodrigues. I rzeczywiście",WY,177,area_code_415,no,no,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1
no,"Klient: Chciałbym rozszerzyć mój plan taryfowy na transmisję danych w technologii LTE.
Agent TelCom: Świetnie, masz nowy plan taryfowy. Doskonale. Czy jest Pan dzisiaj nowym klientem?
Klient: Tak, jestem dzisiaj.
Agent TelCom: Jeszcze raz dziękuję Janice. W czym mogę pomóc?
Klientka: Oboje z mężem jesteśmy w czynnej służbie wojskowej. W tej chwili w pracy oboje rozmawiamy przez telefony głośnomówiące. Chciałabym, aby połączenia i wiadomości tekstowe z naszych telefonów były przenoszone na nasze tablety. Obecnie oboje jesteśmy w trakcie szkolenia.",RI,116,area_code_510,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3
no,"Klient: Tekst.
Agent TelCom: Świetnie, więc najlepszą opcją, jaką mamy, jest przeniesienie Cię do Skype'a. Od lat współpracujemy ze Skype'em, więc jesteśmy pewni jakości ich wsparcia. Czy nadal używasz Skype'a na obecnym numerze telefonu?
Klient: Tak.
Agent TelCom: Świetnie. Od jak dawna używasz Skype'a pod tym numerem?
Klient: Około 2 lat.
Agent TelCom: Przypominamy, że przed przedłużeniem umowy należy poświęcić kilka minut na upewnienie się, że jest się zadowolonym z jakości usług TelCom. Jeśli nie, możesz zachować ten numer jako aktywny, a my nie będziemy",PA,69,area_code_415,no,no,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3
no,"Klient: Chcę tylko uaktualnić mój plan taryfowy na rozmowy głosowe i SMS-y.
Agent TelCom: Świetnie. Ile usług chce Pan/Pani wykupić?
Klient: Chciałbym uaktualnić mój plan taryfowy na połączenia głosowe i SMS-y.
Agent TelCom: Bardzo dobrze. Potwierdzę teraz moje zamówienie.
Agent TelCom: Po pierwsze, muszę sprawdzić, czy podany przez Ciebie numer jest rzeczywiście powiązany z kontem TelCom. Ma on poprawny kod dostępu i poprawną nazwę dla oryginalnej umowy.
Klient: Dobrze. TelCom proszę.
Klient: TelCom, czy możecie dostarczyć mi kopię umowy jeszcze dzisiaj?
Agent TelCom:",NV,113,area_code_415,no,yes,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2
no,"Klient: Obecnie prowadzę rozmowy, ale rozważam przejście na rozmowy tekstowe.
Agent TelCom: Dziękuję. Czy może mi Pan wyjaśnić, jaki jest Pana obecny plan taryfowy w TelCom?
Klient: Mój obecny plan to 7 smsów.
Agent TelCom: Dziękuję. Ponieważ nie wybrałeś aktualnego planu, zakładam, że chciałbyś przejść na nowy plan 10-tekstowy?
Klient: Tak, przejdę na plan 10-tekstowy.
Agent TelCom: Czy ten plan będzie kosztował 30 czy 40 dolarów miesięcznie?
Klient: 30 USD miesięcznie.",ID,169,area_code_415,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1
no,"Klient: [Krótka pauza] Głos.
Agent TelCom: Świetny wybór, Adam. Proszę o informację, ile pieniędzy chciałby Pan zapłacić za aktualizację i proszę o informację do końca dnia w piątek, czy zostanie ona zatwierdzona.
Klient: Dzięki TelCom.
Agent TelCom: A teraz poprosimy o zachowanie numeru w bazie danych.
Klient: Jasne.
Klient: Dziękuję bardzo.
Klient: Anytime.
W dniu 11/16/2013 pracownik zadzwonił ponownie i powiedział, że rozwiązanie jest dostępne. Poinformowałem agenta, że chcę dokonać aktualizacji do",MA,66,area_code_415,no,no,0,116.4,98,19.79,95.6,74,8.13,181.5,94,8.17,10.5,3,2.84,3
yes,"Klient: Używam telefonu TelCom na moim iPhonie, ale obsługa klienta jest okropna. Po tym, jak kazałem im oddzwonić, wysyłają do mnie tylko kolejną wiadomość. Minął już ponad miesiąc, a ja nadal nie mam od nich wiadomości. Dzwoniłem w tej sprawie do TelCom kilka razy, ale nigdy nie udało mi się z nimi skontaktować.
Agent TelCom: Dla jasności, nie powiedziałem, że to nie działa. Po prostu przykro mi to słyszeć. Postaramy się to sprawdzić i zapewnić Panu/Pani możliwość skorzystania z usług innego dostawcy.
Klient: Ok, dzięki. Zadzwonię do nich, gdy będę musiał zrezygnować.",WI,147,area_code_415,yes,no,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0
no,,WY,87,area_code_415,no,yes,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3
yes,,WA,171,area_code_408,no,no,0,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1
no,"Klient: Połączenia głosowe, tekstowe i transmisja danych.
Agent TelCom: Świetnie. Zobaczę, czy uda mi się to dla Ciebie znaleźć. Proszę wziąć jedną z nich. Jaki jest numer telefonu?
Klient: Tel: 0750287814
Agent TelCom: A czy może mi pan powiedzieć, ile kosztowałoby uaktualnienie umowy do tego numeru?
Klient: Bardzo chętnie dokonam upgrade'u...
Agent TelCom: Dziękuję za cierpliwość. Czy może pan do mnie zadzwonić pod numer [numer telefonu]?
Klient: Tak, tak, tak, tak, tak, tak, [numer tel], tak.
Agent TelCom",MO,107,area_code_415,no,no,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3
no,,NC,115,area_code_415,no,yes,26,132.3,142,22.49,273.4,89,23.24,195.7,77,8.81,14.8,7,4.0,0
no,"Klient: Przykro mi, czy mogę uaktualnić moje dane?
Agent TelCom: Tak, przejdź na stronie internetowej TelCom do sekcji Twoje konto i wybierz sekcję Usługi transmisji danych. Tutaj znajdują się aktualne ceny.
Klient: Chciałbym uaktualnić moje dane.
Agent TelCom: Czy można teraz zaktualizować dane?
Klient: Tak, mogę teraz zaktualizować moje dane.
Agent TelCom: Dobrze, więc chciałby Pan/Pani zaktualizować swoje dane?
Klient: Tak, chcę.
Agent TelCom: Świetnie! Czy w związku z tym wszystkie niezbędne usługi będą dostępne zgodnie z planem na miesiąc luty?
Klient:",TN,67,area_code_415,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0
yes,"Klient: Dostałem SMS-a z informacją, że linia jest wyłączona z powodu konserwacji i nie mogę jej uruchomić.
Agent TelCom: To nie jest zbyt dobry znak. Jeśli uda nam się pana połączyć, może uda nam się to naprawić.
Klient: Niestety, dzwoniłem już do kilku znajomych i powiedzieli, że nie mogą tego uruchomić.
Agent TelCom: Ok, więc czy mogę do Pana zadzwonić, aby spróbować dowiedzieć się, co się dzieje?
Klient: Czy mogę połączyć się z kimś z TelCom?
Agent TelCom: Jasne, John, co powiesz na ten numer?
Klient: (8",SC,116,area_code_408,no,no,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0
no,"Klient: Chciałbym dokonać aktualizacji do wersji Voice.
Agent TelCom: Dobrze, a jakiego numeru telefonu chce Pan użyć, aby dokonać aktualizacji?
Klient: Muszę zaktualizować numer do tego numeru telefonu T-Mobile, ponieważ jest to numer Verizon.
Agent TelCom: Dobrze, a jakiego rodzaju telefonu będzie Pan używał?
Klient: Obecnie używam telefonu Verizon.
Agent TelCom: Dobrze, a jaki jest Twój obecny poziom usług?
Klient: Mam umowę z firmą Verizon. Niedawno otrzymałem obniżenie jakości usług na mały telefon komórkowy, który teraz nie działa. Pracuję nad",OK,46,area_code_415,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1
no,"Klient: Chcę tylko uaktualnić moje usługi głosowe, tekstowe i transmisji danych.
Agent TelCom: Świetnie! A kiedy można to zrobić?
Klient: Jutro o 10 rano czy w poniedziałek o 20.00?
Agent TelCom: To będzie poniedziałek. Dziękuję. Zapiszę teraz numer zamówienia i znaki wywoławcze, a wkrótce skontaktujemy się w sprawie aktualizacji.
Agent TelCom: Bardzo dziękuję, Michael. W sprawie aktualizacji skontaktujemy się z Tobą rano.
Klient: Och, dam Ci je.
Agent TelCom: Jasne!
Klient: Pa! Pa pa!
Agent TelCom",OH,134,area_code_408,no,no,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0
no,"Klient: Rozszerzam pakiet na rozmowy głosowe i SMS-y. Dziękuję!
Agent TelCom: Czy mógłbym sprawdzić, czy na Pana koncie znajduje się właściwy pakiet?
Klient: Jasne!
Agent TelCom: Czy wszedłeś na stronę internetową, aby aktywować pakiet?
Klient: Tak, ale nie udało mi się wejść na stronę aktywacji. Będę bardzo wdzięczny za pomoc.
Agent TelCom: Czy chcesz, abym wysłał do Ciebie e-mail z linkiem aktywacyjnym?
Klient: Nie! Wystarczy, że zadzwonisz pod numer podany w wiadomości e-mail z potwierdzeniem.
Agent TelCom: Dziękuję.",CT,80,area_code_408,no,no,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1
no,"Klient: Od dłuższego czasu korzystam z usług TelCom i chciałbym dzisiaj dokonać upgrade'u do wersji głosowej.
Agent TelCom: Czy chciałby Pan, abym za chwilę oddzwonił do Pana, aby omówić szczegóły i dokonać niezbędnych uzgodnień?
Klient: Oczywiście.
Agent TelCom: Dziękuję za telefon, Cheryl. Możesz nadal korzystać z mojego numeru, dopóki nie otrzymasz połączenia zwrotnego, którego możesz być pewna, gdy do mnie oddzwonisz.
Agent TelCom: Jeszcze raz dziękuję, Cheryl. Proszę ponownie wprowadzić swoje poprzednie hasło.
Klientka: Dobrze. W PORZĄDKU. Dziękuję.
Agent TelCom: Dziękuję za",WY,109,area_code_415,yes,yes,46,165.2,85,28.08,136.0,92,11.56,184.8,100,8.32,11.9,5,3.21,1
no,,TX,19,area_code_510,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1
no,"Klient: W telefonie można by zamontować funkcję odbierania połączeń. Dane, książka telefoniczna i karta do mobilnej transmisji danych do mojego laptopa.
Agent TelCom: Jak widzisz Amber, wybrałeś model telefonu, który nie kwalifikuje się do tej oferty. Jedyne telefony, które można rozbudować, to modele TelSelect 'T' lub TelCom 'C', które nie są obecnie dostępne na rynku.
Klient: Rozumiem, więc jedynym telefonem, który mogę uaktualnić, jest TelSelect. Czyli w ogóle nie mogę dokonać aktualizacji?
Agent TelCom: Proszę przyjść za tydzień, aby sprawdzić",OH,146,area_code_408,no,yes,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1
no,"Klient: Chciałbym podwyższyć mój obecny abonament telefoniczny do planu z mobilnym Internetem i usługami głosowymi 4G LTE.
Agent TelCom: Świetny pomysł, gdzie mogę znaleźć szczegóły cenowe?
Klient: Proszę o pomoc w znalezieniu szczegółów cenowych dotyczących oferowanych przez Was planów.
Agent TelCom: Świetnie, zapoznam się z najbardziej aktualnymi planami, które oferuje Państwa firma. Proszę dać mi znać, czy jest coś, w czym mógłbym pomóc.
Agent TelCom: Pokażę, co mogę z tym zrobić. Pokażę Ci serię wykresów. Pochodzą one z ostatniego badania przeprowadzonego przez TelCom",MN,139,area_code_510,no,yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2
no,,ID,105,area_code_408,no,no,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1
no,"Klient: Podoba mi się opcja SMS-ów, ponieważ w mojej umowie nie ma możliwości przesyłania danych, chciałbym skorzystać z opcji SMS-ów.
Agent TelCom: Oczywiście, Mary. Chciałam zapytać o sprzęt. Muszę się dowiedzieć, czy usługa posiada modem?
Klient: Nie, ale ma 4-kierunkowe gniazdo audio do rozmów telefonicznych.
Agent TelCom: Nie, ale jaki numer telefonu jest na modemie?
Klient: Był to numer 714-581-1313, który znalazłem na tylnej ściance modemu.
",SC,140,area_code_510,no,yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1
no,"Klient: Voice.
Agent TelCom: To proste, Maria. Na jaką kwotę chcesz otrzymać rachunek za nowy plan taryfowy?
Klientka: Dwieście dolarów.
Agent TelCom: Miło mi to słyszeć, Mario. Teraz, gdy ma Pani nasz numer do ponownego rozpatrzenia sprawy, chciałabym do Pani zadzwonić.
Dział Obsługi Klienta TelCom: Witam, tu Dział Obsługi Klienta TelCom i mam poważny problem z Twoim połączeniem. Połączenie zostało wykonane z telefonu komórkowego na numer...
Klient: TelCom.
Biuro Obsługi Klienta TelCom: ...numer TelCom do ponownego rozpatrzenia sprawy. Aby anulować istniejącą umowę",MA,126,area_code_408,no,yes,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0
no,"Klient: Chciałbym przejść z trybu głosowego na tekstowy.
Agent TelCom: Dobrze, ale aktualizację można przeprowadzić w ciągu dowolnych dwóch lat, więc czy byłby Pan zainteresowany aktualizacją do usług stacjonarnych bezprzewodowych lub stacjonarnego Internetu?
Klient: Interesują mnie wasze usługi stacjonarne.
Agent TelCom: Dobrze. Dziękuję. Jest Pan połączony z TelComem i z przyjemnością udzielę Panu pomocy.
Klient: Dziękuję bardzo. TelCom, w czym mogę pomóc?
Agent TelCom: Oczywiście. Mogę odesłać Cię do centrum serwisowego, aby uzyskać pomoc w rozwiązaniu problemu.
Klient: Dobrze.",HI,105,area_code_510,no,no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2
no,,NM,55,area_code_510,no,no,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2
no,,VT,85,area_code_415,no,no,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1
yes,"Klient: No cóż, widziałem, że mówił pan, że zamierza uaktualnić moją usługę czy coś takiego.
Agent TelCom: O nie, byłem tylko nieprecyzyjny.
Klient: Tak, mówiłeś. Nie jestem nawet pewien, czy wiesz, o czym mówię, ale zastanawiałem się, że to trochę zbyt piękne, aby było prawdziwe, jakbyś zmieniał mi usługę na wyższy poziom.
Agent TelCom: Cóż, jest to usługa świadczona w domu, więc nie będą to duże zmiany. Jeśli jednak chciałby Pan złożyć reklamację, proszę się nie wahać.
Klient: Czyli chcecie powiedzieć, że zamierzacie",PA,79,area_code_415,no,no,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1
no,"Klient: Chciałbym uaktualnić moją usługę głosową do usługi międzymiastowej i chciałbym również uzyskać nowy numer telefonu, pod który będę dzwonić w ramach nowej usługi międzymiastowej.
Agent TelCom: To wspaniale, Diane. Bardzo się cieszę, że możemy Ci pomóc, oferując duży kredyt na opłaty w łącznej wysokości do 130 USD. Z góry przepraszam za długi czas oczekiwania na aktualizację. Zrobię jednak wszystko, co w mojej mocy, aby Pani pomóc. Dziękuję bardzo.
Agent TelCom: A nowy numer telefonu?
Klient: Tak, mój nowy numer to _________. Bardzo dziękuję za wszystkie",MT,124,area_code_415,no,yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2
no,"Klient: Rozmowy i SMS-y.
Agent TelCom: Dziękuję, Lynn. Bardzo dobrze. Jestem agentem TelCom i rozumiem, że jest Pani klientem warstwy 1.
Klient: Tak!
Agent TelCom: Dzisiaj o godzinie 10:15 wyślemy do Pana/Pani wiadomość e-mail z listą aktualizacji, które będziemy oferować w ciągu najbliższych 90 dni.
Klient: Dobrze, dziękuję za poświęcony czas.
Agent TelCom: Życzę miłego dnia.
Klient: Dziękuję.
Teri: Lynn, twoja stawka za dane wynosi 2 GB na ten miesiąc.
Lynn: Dobrze.
Ter",AR,85,area_code_415,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2
no,"Klient: Chciałbym zmienić mój pakiet. Co muszę zrobić? Agent TelCom: Wystarczy poczekać kilka minut, a następnie oddzwonić do nas.
Klient: Dobrze, oddzwonię o 2:55 i wtedy będę mógł porozmawiać z technikiem.
Agent TelCom: W porządku. Jak długo musi Pan czekać?
Klient: Około 15 minut.
Agent TelCom: Dobrze. A czy może mi pan podać nowy numer telefonu do pana?
Klient: Mój numer wygasa za około tydzień.
Agent TelCom",PA,171,area_code_415,no,yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3
no,"Klient: Mój numer telefonu to 1832646895.
Agent TelCom: OK. Jakie inne usługi chciałbyś dodać do swojego konta?
Klient: Chciałbym, aby było więcej nielimitowanych wiadomości tekstowych oraz nielimitowanych rozmów telefonicznych.
Agent TelCom: OK, z przyjemnością pomogę Ci również w tej kwestii. Przekażę Twoje dane mojemu koledze, który właśnie z Tobą pracuje. Wszelkie pytania lub uwagi prosimy kierować za pośrednictwem naszego systemu czatu na żywo lub poczty elektronicznej, abyśmy mogli jak najszybciej załatwić sprawę.
Agent TelCom: Dziękuję Gabriel, będę",IL,84,area_code_510,no,no,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1
no,"Klient: Wszystkie powyższe. Proszę mi powiedzieć, kiedy proponują Państwo modernizację mojej usługi i jaka jest jej cena.
Agent TelCom: Tak więc, mamy wiele nagród za obsługę klienta. Na razie odpowiadamy na pytania klientów. Czy chce Pan przejść na plan z transmisją danych?
Klient: Tak.
Agent TelCom: Może być Pan zainteresowany dodatkowymi 50 GB danych za taką samą cenę jak poprzednio. Czy jest to do zaakceptowania?
Klient: Tak.
Agent TelCom: Czy może mi pan załączyć numer referencyjny umowy?
Klient: Jasne.
Agent TelCom: W tym samym",OH,146,area_code_415,no,no,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2
no,"Klient: Chciałbym zwiększyć ilość danych z 4G, mam do dyspozycji 2 GB.
Agent TelCom: A na jaką kwotę jest obecnie zawarta umowa?
Klient: Mam umowę na 4 miesiące za 39,95 USD.
Agent TelCom: Dobrze, zaraz się tym zajmę. A czy może Pan opisać swój telefon?
Klient: Mój telefon to AT&T Galaxy S4 mini.
Agent TelCom: Dobrze, a jeśli chodzi o telefony 5G, to jakie urządzenie pan sobie życzy?
Klient: Mój telefon to Galaxy S4 mini i jest on w tej chwili odblokowany.
TelCom",FL,194,area_code_408,no,yes,42,203.7,109,34.63,192.9,125,16.4,318.0,81,14.31,10.8,16,2.92,3
no,"Klient: Chcę uaktualnić usługę i nie chodzi mi już o usługę, ale o prędkość.
Agent TelCom: Świetnie, przekażę to technikowi. Teraz rozumiem, do czego zmierzasz, więc może opowiesz mi więcej o swoim problemie?
Klient: Próbuję kupić nowy telefon, a wasze ceny są nieco wyższe niż ceny innych operatorów. Nie mam podpisanej umowy z TelComem, więc nie wiem, jak mogę się na to skarżyć.
Agent TelCom: Och, dobrze, przepraszam Margie. I przykro mi, że musisz płacić wyższą stawkę.",MA,112,area_code_415,no,yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0
no,,IA,143,area_code_510,no,yes,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1
yes,,TX,139,area_code_510,yes,yes,31,203.5,82,34.6,200.3,72,17.03,214.0,112,9.63,13.4,6,3.62,1
