churn,chat_log
no,"Klient: Chciałbym zaktualizować swoją jakość głosu.
Agent Telcom: Czy na pewno chcesz uaktualnić ulepszoną jakość głosu?
Klient: Tak, tak.
Agent Telcom: W porządku, więc nie zapomnij, patrzę na twoje ceny.Przykro mi, że potrzebujemy dodatkowych informacji na temat aktualizacji głosu.Czy chcesz to zmienić na wszystkie dane lub tylko dane?
Klient: wszystkie dane.Chciałbym móc przesyłać strumieniowo Netflix.
Agent Telcom: Dobra, dziękuję.Dołączam ceny.To dotyczy danych.Więc Twoja nowa stawka za dane"
no,"Klient: Wszystkie trzy.
Agent Telcom: I czy mogę być pewien, że uhonorujemy twoją prośbę i że o to, o co prosisz nas, jest tym, czego chcesz?
Klient: Oczywiście.
Agent Telcom: Czy mogę być pewien, że aktualizacja odbędzie się za dwa dni?
Klient: Oczywiście.
Agent Telcom: Czy mogę być pewien, że nie zostaniesz obciążony opłatą za anulowanie zgodnie z istniejącą umową?
Klient: Tak, proszę.
Agent Telcom: Czy mogę być pewien, że zostaniesz zaliczany w tej samej stawce, co obecnie otrzymujesz dla swojej usługi?"
no,"Klient: głosy plus dane.
Agent Telcom: Świetnie.Czy możesz potwierdzić, że masz telefon Rogers?
Klient: Tak, mam telefon Rogers.
Agent Telcom: Dziękuję Margaret.Otrzymaliśmy twoje informacje i przekazaliśmy je zespołowi Rogers tutaj w Rogers Communications, który będzie w stanie ci pomóc?
Klient: Jasne.
Agent Telcom: Możesz zacząć od wprowadzenia numeru konta, abyśmy wiedzieli, który telefon do zobaczenia.Po prostu wprowadź numer swojego konta i nazwę użytkownika.
Klient: 9205099784, hej Aaron!
Agent Telcom: Hej Margaret.Tak,"
no,
yes,
no,"Klient: Chciałbym uaktualnić do wartości 8 TB danych za 1 070,00 USD miesięcznie.
Agent Telcom: Zatem przesyłanie danych wynosi dodatkowe 510,00 USD do 1 070,00 USD miesięcznie?
Klient: Tak, to takie proste.Po prostu chcę ulepszyć mój plan.
Agent Telcom: Dziękuję William.I czy miałeś poprzednią umowę z Telcom na ten dokładny pakiet?
Klient: Nie, nigdy nie miałem umowy z Telcom.
Agent Telcom: W porządku.
Klient: Mam nowy numer telefonu, nowy"
no,"Klient: W tej chwili szukam tylko nowszego telefonu z danymi LTE.
Agent Telcom: OK, to bardzo jasne.Zobaczę, czy jest coś jeszcze, w którym mogę ci dzisiaj pomóc.
Klient: Cóż, teraz szukam nowego telefonu.Muszę zaktualizować umowę.
Agent Telcom: Bardzo dobrze.Bardzo dziękuję.Kiedy byłbyś gotów ulepszyć?
Klient: W tej chwili jestem zadowolony z usługi, którą dotarłem do tej pory.Poczekam do końca miesiąca, aby podjąć decyzję.
Agent Telcom"
no,"Klient: Szukam aktualizacji głosu.
Agent Telcom: Jasne.Po prostu pozwól mi sprawdzić na swoim koncie.
Agent Telcom: Dzięki za zadzwonienie do Telcom.Jak mogę Ci dzisiaj pomóc?
Klient: Cortana jest moim asystentką głosową i podoba mi się ekran dotykowy w telefonie.Ale chciałbym lepszego, bardziej intuicyjnego i bardziej innowacyjnego asystenta głosowego.Chciałbym również dodać kontakt.
Agent Telcom: Cóż, przyjacielu, przykro mi to słyszeć.Cortana to produkt Microsoft;Obawiam się, że nie jest dostępny dla następującego modelu.A co z Kindle Fire Devices?"
no,"Klient: Tak, chciałbym zaktualizować do wyższego poziomu danych.
Agent Telcom: Świetnie.Pozwól, że mam jeszcze kilka szczegółów.
Klient: Tak.Chciałbym uaktualnić do 4G LTE.
Agent Telcom: Jeszcze raz dziękuję Erwin.Cieszę się, że nie tylko omówię to z tobą, ale mogę pomóc Ci rozpocząć nową umowę dzisiaj.Pozwól mi po prostu złożyć kilka innych przedmiotów, które musisz wiedzieć.Będziesz mógł aktywować swój nowy plan usług, bez opłat, w ciągu 30 dni od aktualizacji.Otrzymasz od nas potwierdzenie e -maila wraz z"
no,
no,"Klient: głos, tekst i dane.
Agent Telcom: Dziękujemy za opinię.Jakiej karty kredytowej używasz karty kredytowej Macy?
Klient: Nie wiem, co to jest.Moja karta kredytowa nazywa się zweryfikowaną kartą kredytową.
Agent Telcom: Świetnie, będę z tobą dobrze.Zasadniczo Twoja karta kredytowa była poświęcona akcjom i zamierzasz zastosować nowe opłaty za usługę kredytu hipotecznego i jakąkolwiek nową kartę kredytową, którą otwierasz?
Klient: Tak.
Agent Telcom: Dobrze.Jak długo potrwa przetworzenie aplikacji?
Klient: Myślę"
no,"Klient: Przepraszam, że jestem bardzo zdezorganizowany i nie jestem pewien.Szukam aktualizacji numeru telefonu numeru telefonu od ARRIS do Telcom.
Agent Telcom: Dobra, dziękuję Eva.Cóż, jest ponad 30 lat lojalnych klientów Telcom, w których jesteśmy w stanie ci pomóc.Mamy zespół pracowników sprzedaży, który będzie w stanie pomóc Ci dziś określić odpowiednią cenę.
Agent Telcom: Dziękuję Eva.Czy jesteś obecnie w umowie?
Klient: Tak.
Agent Telcom: Dobra, to dobrze.Cóż, jeśli masz jakieś pytania"
no,
no,"Klient: Cóż, wolałbym aktualizację danych.
Agent Telcom: To wspaniałe.A ile chciałbyś ulepszyć?
Klient: Cóż, chciałbym zaktualizować mój plan z 30 GB do 40 GB, ale myślę, że wolę ulepszyć głos, korzystam z telefonu, odkąd miałem 13 lat i ma 20 lat.Wolałbym aktualizację głosu, możesz ulepszyć linię, możesz dodać kolejny numer telefonu, a ja chcę się upewnić, że będę miał z tobą dobre wrażenia.
Agent Telcom: Cóż, dziękuję za twój"
no,
no,"Klient: Chciałbym uaktualnić z używania głosu do tekstu.
Agent Telcom: Cieszę się, że to słyszę, Cindy.Mogę zacząć od wywołania centrum kontroli woluminów.Czy możesz pozwolić mi to sprawdzić?
Agent Telcom: Network Voice Service jest dostępna za dodatkową opłatę w wysokości 0,99 USD/miesiąc i jest jedyną opcją dostępną do momentu anulowania istniejącego planu woluminu.Ruszanie planu woluminu jest wymagane do anulowania usługi głosowej po subskrybowaniu usługi.
Klient: Dzięki za pomoc.Przepraszam, że miałem małe problemy z twoim systemem.Kiedy zadzwoniłem, kazali mi sprawdzić kontrolę głośności"
no,"Klient: Wspaniale byłoby uzyskać łatwy dostęp do treści wideo i rozrywki.
Agent Telcom: Dziękuję Roger, to byłoby dla nas świetne.Jaka jest obecna stawka, którą płacisz za usługę?
Klient: Za obsługę głosową płacę około 40 USD miesięcznie w lipcu.Chciałbym zaktualizować do 10 GB danych, ale za to aktualizację zapłacić tylko 15 USD.
Agent Telcom: Roger, od lipca dostępna jest nowa stawka za usługę głosową w wysokości 15 USD/GB.Proponuję porozmawiać ze swoim menedżerem, aby zobaczyć szczegóły tego planu.Z przyjemnością cię zadzwonię"
yes,"Klient: Mam problem z moim modemem.Cały czas spada i nie sądzę, że mogę zmusić każdego innego dostawcę usług do pracy.Jedynym innym dostawcą, którego wypróbowałem, jest granica.Zmierzyli mój modem i było już od dwóch tygodni i zapomniałem o tym.
Agent Telcom: Przykro mi, że słyszę ten Gregory.Dowiem się, na czym polega problem, a my oddzwonić tak szybko, jak to możliwe.
Klient: Dzięki John.Do widzenia.
Agent Telcom: (jeśli klient zawiesi) Cóż, witam.Mam nadzieję, że miałeś wspaniały dzień w pracy.Jak"
no,"Klient: Chciałbym zaktualizować do 100 megabajtów.Byłaby to obecnie moja obecna umowa z Telcom.
Agent Telcom: Ponownie, przepraszam Aaron, nie oferujemy planu 100 megabajtów, jednak jeśli chcesz, możesz skontaktować się z naszym zespołem obsługi klienta i możemy to z tobą omówić.
Klient: Świetnie!To wspaniale, dziękuję.Więc, jak powiedziałem, jak mogę to zrobić?
Agent Telcom: OK, a co powiesz na to?Muszę przejść przez stronę internetową dostawcę usług internetowych i sprawdzić porównanie cen.Jeśli użyłeś dostawcy innego niż"
no,
no,
no,"Klient: Chciałbym zaktualizować umowę z 25,00 USD do 45,00 USD.
Agent Telcom: Cieszę się, że to słyszę.Jak długo zajęłoby dotarcie do kierownictwa wyższego szczebla i jak chciałbyś, abyśmy tam kontynuowali?
Klient: Poczekam.Dziękuję Ci.Reszta procesu jest prosta, wszystko, co musisz zrobić, to zamówić aktualizację.To takie proste.
Agent Telcom: Racja, przepraszam, że nie określiłem, że aktualizacja zajmie trochę czasu, aby przejść do kierownictwa wyższego szczebla.Przedstawiciel może po prostu wysłać wiadomość e -mail.
Klient:"
yes,"Klient: Po prostu chciałem po prostu dać ci przegląd mojej sytuacji.(Klient śledzi palce nad wykresem pokazującym jej wykorzystanie danych)
Agent Telcom: Więc jak rozumiem, masz tylko średni miesięczny rachunek w wysokości około 50,00 $?
Klient: Po prostu dostałem 60,00 $, ale nie używam go już w tej chwili, ponieważ chcę tylko lepszą ofertę.
Agent Telcom: Bardzo dobrze, gdzie mogę zacząć?(Klient ponownie patrzy na wykres)
Klient: Co jeśli mój komputer będzie w domu przez kilka miesięcy?
Agent Telcom: OK, cóż, chodzi o to, że to nie tylko komputer"
no,
no,
no,"Klient: Szukam tylko aktualizacji połączeń głosowych, wszyscy trzy.
Agent Telcom: Możesz zapłacić za usługi głosowe w pierwszym miesiącu, usłudze e -mail w drugim, usłudze wiadomości SMS w trzecim miesiącu lub w sumie za pełną umowę.
Klient: Tak, chciałbym go całkowicie ulepszyć.
Agent Telcom: Oczywiście.A jeśli chcesz zaktualizować swój numer telefonu, cieszę się, że mogę to zrobić.
Klient: OK, to świetnie.Zostaw mi wiadomość, a dam ci znać, jak tylko to zrobię.
Agent Telcom: OK Lester.Cześć"
no,"Klient: Och, chciałbym albo SMS lub dane.
Agent Telcom: Och, w porządku.Cóż, dlaczego nie przyjdziesz do recepcji w moim następnym zaplanowanym czasie, a ja dam ci kilka instrukcji.Tylko kilka minut.
Klient: OK.W porządku, pa.[Klient wstaje i odchodzi]
Agent Telcom: Trwałeś do Telcom.Nie mogę podać żadnych informacji.To twoja sprawa w Telcom.
Klient: Przepraszam.Muszę teraz iść.
Dziękuję za pomoc w tej sprawie.Jak możesz, ale nie"
no,"Klient: Dane tekstowe.
Agent Telcom: OK.Jaki jest twój obecny termin umowy?
Klient: dwa lata.
Agent Telcom: Dziękuję Sharon.Czy możesz dać mi swój obecny rachunek Telco, proszę?
Klient: Jest 0720872064.
Agent Telcom: OK.A gdzie jest twój obecny adres rozliczeniowy?
Klient: C/o Telcom
Agent Telcom: OK, jak mogę ci dzisiaj pomóc?
Klient: Chciałbym uaktualnić do planu danych.
Agent Telcom: OK, gdzie możesz złożyć skargę?
Klient:"
no,
no,"Klient: Chciałbym uaktualnić do usługi głosowej.
Agent Telcom: Świetnie!W porządku James, jak mam to zrobić?
Klient: Mam rachunek, który mówi 120,00 $ z głosem.Czy można by dowiedzieć się, jaki jest całkowity koszt konta?
Agent Telcom: James, to dla usługi głosowej.Czy chciałbyś zaktualizować do usługi tekstowej lub danych?
Klient: Tak.Chciałbym zaktualizować tekst, dopóki nie dostanę lepszej oferty.
Agent Telcom: Świetnie!Wiesz, że oferujemy zarówno usługi tekstowe, jak i danych.Czy chciałbyś"
no,"Klient: To mieszanka głosu, tekstu i danych.
Agent Telcom: OK, mój technik będzie nad tym dzisiaj pracować.Czy to w porządku z tobą?
Klient: Jasne.Czy mogę również mieć dostęp do Twojej witryny?
Agent Telcom: Jasne.
Klient: Więc jeśli masz coś, co możemy na to nałożyć, mam na myśli dane kontaktowe, link do Twojej witryny itp.
Agent Telcom: Tak Mary, absolutnie.
Klient: Kiedy dostanę tę stronę, ile czasu zajmie mi jej zrobienie?
Agent Telcom:"
no,"Klient: Chciałbym zaktualizować z usługi 4G do usługi 5G.
Agent Telcom: tak, oczywiście.Czy masz jakieś pytania dotyczące swojej obecnej usługi?
Klient: Nie.
Agent Telcom: Świetnie, dziękuję bardzo za poświęcony czas Joe.Miłego dnia.
Joe daje Telcom wystarczająco dużo pieniędzy, aby ulepszyć swoją usługę i rozłączać.Następnie dzwoni do swojego dostawcy komórek i pyta ich, jak anulować jego konto.Agent mówi mu, aby zadzwonił bezpośrednio do Telcom, ponieważ nic nie zrobi.
Ostatecznie 10 -letni kontrakt Joe zostaje anulowany przez Telcom po nim"
no,"Klient: Chciałbym zaktualizować moją usługę od 30 USD miesięcznie, które mam teraz do 60 USD miesięcznie, które byłem cytowany w przeszłości.Gram z opcją tylko tekstem.
Agent Telcom: Cieszę się, że Connie.Czy możesz dać mi oszacowanie kosztów aktualizacji, a ja mogę przejść do twojego domu i rzucić okiem na usługę.
Klient: To najlepszy sposób na zrobienie tego.Jestem pewien, że możesz użyć ołówka, papieru i zegara.
Agent Telcom: Nie mogę tego zrobić, ale lokalizacja, którą skonfigurowałem, znajduje się w odległości 15 minut"
no,"Klient: Muszę zaktualizować mój plan danych do 3 GB miesięcznie.
Agent Telcom: Byłoby w porządku.I proszę podać mi swój adres.
Klient: Mogę wysłać do Ciebie kopię mojej bieżącej dzierżawy.
Agent Telcom: Dziękuję Della.Czy mogę zacząć od uzyskania twojego imienia i numeru telefonu?
Klient: Della
Agent Telcom: Nazywam się Greg i jestem tutaj, aby Ci dzisiaj pomóc.
Klient: Greg
Agent Telcom: W porządku.Więc do jakiego poziomu usług chciałbyś zaktualizować?
Dane klienta
Agent Telcom"
no,"Klient: głos i tekst.
Agent Telcom: Świetnie, więc do której usługi chcesz zaktualizować?
Klient: Myślę o głosie i tekstu.
Agent Telcom: Świetnie, więc chcesz uaktualnić do telefonu i danych Verizon Business.
Klient: Myślę o głosie i tekstu.
Agent Telcom: Doskonały.Czy potrzebujesz nowego numeru konta konsumenckiego?
Klient: Tak, ja.
Agent Telcom: Świetnie.Gdzie chcesz zapłacić za aktualizację?
Klient: Sugeruję, abyś zadzwonił do mojej firmy zajmującej się kartą kredytową lub konto PayPal i poprosić ich o przesłanie trochę pieniędzy."
no,
no,
no,"Klient: Oczywiście głos.
Agent Telcom: A jakaś chciałbyś mieć nową cenę?
Klient: Nie jestem jeszcze pewien.Nadal się o tym zastanawiam.
Agent Telcom: Świetnie.Jaka byś chciał być Twoja stawka?
Klient: Jeszcze nie wiem… przyjrzę się temu podczas mojego następnego połączenia.Dziękuję Ci.
Agent Telcom: Dziękuję bardzo.I pamiętaj, że mój dział jest otwarty tylko 33 dni w roku, więc jeśli chcesz anulować umowę, ponieważ przeprowadziłeś lub zmieniłeś pracę, musisz to zrobić"
yes,"Klient: Cóż, odnoszę naprawdę wielki sukces w usłudze, a powodem, dla którego prowadzono zapis moich wizyt i muszę powiedzieć, że moje wizyty mają złą reputację i chciałbym anulować usługę, ponieważWidziałem, jak wiele osób narzeka na usługę.Kiedy więc kliknąłem twoją stronę i rozpocząłem rejestrację dla Twojej usługi, pierwszą rzeczą, którą widzę, jest ta wiadomość.„Być może otrzymałeś nakaz sądowy, nakaz lub wezwanie do rekordów połączeń klientów”.Jedyne, co się skończyło, to wysłać mi rekordy klientów.Nie możesz uzyskać od nich żadnych informacji.
Agent Telcom: to znaczy"
no,"Klient: Figury.Rozmawiałem dziś z moim agentem Telcom, a on zadzwonił i może możemy to zrobić dzisiaj.Co jeśli chciałbym dziś rozpocząć aktualizację.
Agent Telcom: To świetna Bethany.Dziękuję Ci.
Klient: To najłatwiejsza rzecz, jaką mogliby zrobić.Chciałbym teraz rozpocząć aktualizację.
Agent Telcom: OK.Pozwól mi tam skontaktować się z moim menedżerem.Zaczniemy od razu od wszystkiego, czy to będzie w porządku Bethany?
Klient: Nie, jestem gotów zacząć teraz.Chcę tylko rozpocząć aktualizację"
no,"Klient: Chciałbym zaktualizować mój głos.Mam 1 rok co najmniej 5,99 USD miesięcznie.A potem mam rok na mój plan tekstowy.
Agent Telcom: Świetnie!Daj mi znać, jakie ceny byłyby odpowiednie do modernizacji twojego głosu.
Klient: 5,99 USD miesięcznie.
Agent Telcom: Dziękuję Linda.I przepraszam, ale czy to brzmi dla ciebie jak uczciwy kontrakt?
Klient: Tak.Mam 2 -latka w domu, który chce oglądać dużo telewizji i mieć wiele aplikacji i stron internetowych.On"
yes,"Klient: Właśnie miałem wiele problemów z usługą i szczerze czuję, że jestem tu strasznie traktowany.Mam na myśli, że miałem wiele problemów, ale to najgorsze z nich.Rozumiem, że nie możecie mi podać bardziej szczegółowego wyjaśnienia, ale chcę tylko dokładnie wiedzieć, co się teraz dzieje.
Agent Telcom: Zgadza się, możesz spróbować skontaktować się z TelMec tutaj w call center lub zadzwonić do numeru obsługi klienta Tellmec tutaj na naszej stronie internetowej, a to będzie najlepszy sposób na uzyskanie bardziej szczegółowego wyjaśnienia tego, co się dzieje.
Klient: Więc moim problemem jest to, że kiedy się zaloguję,"
no,"Klient: Chciałbym głosować IP.
Agent Telcom: OK.W porządku, więc jaka jest nowa cena danych 100 MB plus aktualizację numeru telefonu?
Klient: Cena wynosi 3075 USD+podatek.
Agent Telcom: Świetnie.Czy mogę dostać zdjęcia pudełka?Jeszcze ich nie mam.
Klient: Pewnie możesz wysłać zdjęcia pudełka.
Agent Telcom: Świetnie.A co jeszcze chciałbyś ulepszyć?
Klient: Chciałbym po prostu zaktualizować mój telefon.
Agent Telcom: Świetnie.A co stanowi warunek na twoim"
no,"Klient: Chciałbym zaktualizować mój plan danych do LTE.
Agent Telcom: Świetnie, masz nowy plan.Doskonały.Czy jesteś dziś nowym klientem?
Klient: Tak, jestem dzisiaj.
Agent Telcom: Jeszcze raz dziękuję Janice.Jak mogę ci pomóc?
Klient: Zarówno mój mąż, że jesteśmy aktywnymi wojskowymi.I oboje rozmawiamy teraz o telefonach głośników w pracy.I chciałbym móc przesyłać zarówno połączenia, jak i wiadomości tekstowe do i z naszych telefonów na nasze tablety.I oboje nadal trenujemy"
