churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
yes,"Klient: Zasadniczo byli bardzo powolni w rozwiązaniu problemów w mojej sieci i nie udzielili mi profesjonalnych porad.A kiedy rozwiązali problem, powiedzieli mi, że obsługa klienta jest niedopuszczana, aby nie mogli mi pomóc.
Agent Telcom: Och, a kto jest osobą pomocniczą?
Klient: Linda, która pracuje w centrum obsługi klienta
Agent Telcom: Och, przepraszam, Linda w Telcom.Przykro mi.Tak, możesz zadzwonić do Lindy w Telcom.A skąd mogę uzyskać kopię twojej umowy i ile kosztuje mnie moja usługa?
Klient: Mieszkam w Wirginii.
Agent Telcom",AK,152,area_code_510,no,no,0,302.8,143,51.48,189.8,69,16.13,214.9,114,9.67,10.9,4,2.94,2
no,"Klient: Chciałbym zaktualizować funkcje, które teraz otrzymuję.Nie mam pojęcia, jakie są nowe funkcje, z wyjątkiem T-Mobile 4G LTE.Próbowałem zadzwonić i nikt nie odbiera telefonu.Nie chcę korzystać z funkcji roamingu, ponieważ usługi są okropne.Przeczytałem wszystkie recenzje publikowane online i wszystkie są pozytywne.Korzystam z usługi T-Mobile 4G LTE od maja tego roku, ale jeszcze nie otrzymałem żadnej usługi.Chciałem spróbować uaktualnić do nowej usługi 4G LTE i próbowałem zadzwonić i nikt nie odpowiada na telefon",NE,100,area_code_415,no,no,0,220.3,106,37.45,126.1,124,10.72,242.0,67,10.89,10.2,1,2.75,3
no,"Klient: głos.
Agent Telcom: Świetnie!A tak przy okazji, jaki jest twój obecny termin umowy?
Klient: Zapisałem się na 20 miesięcy, ale nie planuję go odnowić.Chciałbym przejść na dłuższy okres, ale nie jestem pewien, jak długo to będzie.Obecnie mam 5 -letnią umowę.Jak myślisz, ile powinien być mój obecny termin umowy?
Agent Telcom: Zobacz, nie mogę naprawdę podać ci numeru, ponieważ jest to pytanie akademickie.To naprawdę zależy od tego, z jakiej części świata jesteś i której pory roku",ND,60,area_code_510,no,no,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2
no,"Klient: Chciałbym zaktualizować moje dane.
Agent Telcom: Świetnie.Mam dla ciebie 15 minut.Będę też musiał spojrzeć na twoje konto.To będzie najwyżej 20 minut.
Klient: Tylko zaczynaj, więc pozwól mi przejść przez kroki i poczekaj na oddzwonienie.
Agent Telcom: Świetnie brzmi dobrze.Zaraz wrócę i będę mógł uaktualnić twoją usługę w ciągu 2 minut.Rozumiem?Świetny.Dziękuję bardzo za poświęcenie czasu na skontaktowanie się z nami.Opowiedz mi o swojej usłudze.
Klient",HI,146,area_code_510,no,no,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0
yes,"Klient: Cóż, nie jestem zadowolony z Twojej obsługi klienta, nie jestem zadowolony, a twoje usługi po prostu nie są dobre.
Agent Telcom: A jak długo ta firma prowadzi działalność?
Klient: około 6 lat.
Agent Telcom: Naprawdę.A jakie jest nazwisko Twojej firmy?
Klient: [zrezygnowany]
Agent Telcom: Czy numer telefonu na Twojej wizytówce jest prawidłowy?
Klient: Nie mam na mnie mojej wizytówki.
Agent Telcom: Oh
Klient: Dostanę to dla ciebie.Będę tu za 15 minut
Agent Telcom: OK, bardzo dziękuję.Dziękuję Ci.",NY,181,area_code_415,yes,no,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0
yes,,HI,108,area_code_415,no,no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2
no,"Klient: Chciałbym zaktualizować do 100 megabajtów.Byłaby to obecnie moja obecna umowa z Telcom.
Agent Telcom: Ponownie, przepraszam Aaron, nie oferujemy planu 100 megabajtów, jednak jeśli chcesz, możesz skontaktować się z naszym zespołem obsługi klienta i możemy to z tobą omówić.
Klient: Świetnie!To wspaniale, dziękuję.Więc, jak powiedziałem, jak mogę to zrobić?
Agent Telcom: OK, a co powiesz na to?Muszę przejść przez stronę internetową dostawcę usług internetowych i sprawdzić porównanie cen.Jeśli użyłeś dostawcy innego niż",TN,102,area_code_510,no,no,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1
no,"Klient: Cóż, chciałbym zaktualizować mój plan danych do planu 1 GB, a teraz chciałbym 2 GB danych i 5 GB jako kredyt rachunkowy co miesiąc po aktualizacji.
Agent Telcom: Czy są jakieś dodatkowe opłaty, które chcesz dodać, czy też musimy zarejestrować się na nowej umowie?
Klient: Tak, chciałbym dodać plan danych 2 GB za 15 USD miesięcznie w oparciu o bieżącą stawkę.Chciałbym również dodać plan danych 5 GB za 25 USD miesięcznie i standardowy telefon za 169,98 USD miesięcznie.
Agent Telcom: Dziękuję",ID,93,area_code_415,no,no,0,216.2,100,36.75,182.8,136,15.54,237.9,66,10.71,7.8,3,2.11,2
no,"Klient: Cóż, jestem z Telcom od około pięciu lat i zawsze otrzymuję doskonałą obsługę.Zastanawiam się nad aktualizacją do następnego planu, ale zastanawiam się, czy istnieje opłata aktywacyjna w wysokości 30 USD, jaka jest najlepszy sposób na uzyskanie 30 USD zniżki.
Agent Telcom: Cieszę się, że rozważasz to.Czy byłbyś gotów przejść przez próby i mógłbyś po prostu opłacić swój obecny plan?
Klient: Tak, na pewno.Brzmi jak umowa.
Klient: Cóż, bardzo podoba mi się usługa głosowa, więc debatuję również o to.
Agent Telcom: Cieszę się, że to słyszę,",MI,79,area_code_510,no,no,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1
no,"Klient: Chciałbym szybciej zaktualizować mój plan danych do czegoś.
Agent Telcom: OK, mamy na to kilka opcji.Jeśli przejdziesz na stronę www.telcom.com, możesz zarejestrować się na okres próbny, aby sprawdzić, czy usługa będzie pasować do twoich potrzeb.Możesz zapłacić za aktualizację za pomocą karty kredytowej, która ma zostać naliczona podczas odnowienia.
Klient: Nie jestem pewien, czy chciałbym pójść tą trasą.
Agent Telcom: W porządku Ira, skontaktuję cię z wsparciem na temat aktualizacji.
Klient: OK.
Agent Telcom: Jeszcze raz dziękuję Ira.",MO,107,area_code_415,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1
yes,"Klient: od dwóch miesięcy miałem problemy z usługą.Chcę tylko, żeby było z tobą w porządku, że anuluję moją usługę.I nie chcę płacić ci za usługi, które nie działają.
Agent Telcom: Och, nie Kenneth, przykro mi to słyszeć.Nie zawsze jestem w stanie wypracować szczegóły z klientami.Mogę pomóc ci zrozumieć, dlaczego musisz anulować swoją usługę.
Klient: Cóż, mogę sam zdecydować.
Agent Telcom: Och, cóż, nie chciałbym być na twojej pozycji Kenneth.Przepraszam, nie jestem klientem.Jestem",VT,63,area_code_415,no,no,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4
no,"Klient: To dobre pytanie.Naprawdę muszę obniżyć mój plan danych tutaj.
Agent Telcom: Ahh tak, rozumiem, dziękuję Nolan.Wielu klientów lubi obniżyć swoje plany danych, czy możesz dać mi znać, do którego planu chcesz obniżyć.
Klient: O tak, nie mogę tego zrobić.Daj mi tylko kilka dni, aby o tym pomyśleć, a wkrótce zadzwonimy.
Agent Telcom: Ahh tak, oczywiście, cieszę się, że Nolan.Cieszę się, że jesteś zadowolony z usługi.
Agent Telcom: Nawiasem mówiąc, masz",VA,95,area_code_415,no,no,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0
no,"Klient: Aby głos, chcę przejść do Verizon Voice.Mam uczciwy kontrakt i muszę się wydostać.
Agent Telcom: Świetnie!Cieszę się, że masz uczciwy kontrakt.Pozwól mi zobaczyć, czy znajdę dla ciebie informacje, jeśli chcesz.
Agent Telcom: Cześć Jay, chciałbym sprawdzić, czy mogę znaleźć artykuł na temat Verizon, i to dla Ciebie korzyści.
Agent Telcom: Myślę, że możemy uzyskać informacje, które byłyby dla Ciebie bardzo pomocne.
Klient: Jasne.Muszę sprawdzić, czy mogę uzyskać artykuł",DE,51,area_code_510,no,no,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1
no,,IL,123,area_code_408,no,no,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2
no,,AK,173,area_code_510,no,no,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0
no,"Klient: Chciałbym zaktualizować usługę głosową do takiej, która ma większy zasięg niż obecna usługa, którą otrzymuję, ale szanuje moją prywatność i nie ładuje mnie za to.
Agent Telcom: Opowiedz mi o aktualizacji usługi głosowej Kirk, a wyślę Ci wycenę dla rodzaju aktualizacji, którą chcesz.To wszystko, co chcę wiedzieć w tej chwili.
Klient: Dziękuję.Doceniam, że zameldujesz się ze mną i pomagając mi w odniesieniu do mojej usługi głosowej.
Agent Telcom: To dobry chłopiec.Czy chcesz zacząć od rozmowy o wybranym przez ciebie aktualizacji usług głosowych?",VT,94,area_code_408,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3
no,"Klient: Chciałbym zaktualizować głos, za który płacę 45,00 $ miesięcznie.
Agent Telcom: Tak, byłoby świetnie.Ale możesz go ulepszyć w dowolnym momencie w ciągu roku, dzwoniąc do naszego wsparcia, a oni mogą dać ci cenę za nowy co sześć miesięcy.
Klient: Z przyjemnością go uaktualnię i możemy o tym porozmawiać w okresie 6 miesięcy.
Agent Telcom: Tak, chętnie udzielę ci wyceny, kiedy tam jesteś.
Klient: Do widzenia.
Klient: Hej, pamiętasz ten NIS?potrzebuję",LA,179,area_code_408,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0
no,"Klient: Chcę tylko zaktualizować mój telefon.
Agent Telcom: Rozumiem.Wtedy będę musiał skontaktować się z moim zespołem, aby upewnić się, że możemy to zrobić.Mogę sprawić, że jeden z naszych przedstawicieli oddzwonił jak najszybciej.
Klient: Świetnie.Dziękuję Ci.
Mamy nadzieję, że to pomoże!Mam nadzieję, że ten arkusz ci pomoże.Jeśli masz jakieś pytania, nie wahaj się wysłać do mnie e-mail lub zadzwoń do mnie @ (979) 646-9986.Dziękuję!",IN,77,area_code_408,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3
no,,NV,64,area_code_415,no,no,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2
no,,NC,73,area_code_408,no,no,0,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2
no,"Klient: Jestem zainteresowany aktualizacją pakietów głosowych i danych, ale nie jestem pewien, ile to byłoby.
Agent Telcom: OK, to będzie dodatkowe 11,98 USD.Jak bardzo chciałbyś nadrobić?
Klient: Dużo wysyłając SMS -y i zauważyłem, że telefon ma niższą jakość głosu.
Agent Telcom: OK.Zamierzam przejść do call center i porozmawiać o tym o tym.Jak szybko powinienem spodziewać się, czy dokonałeś tego zakupu?
Klient: Powinienem oddzwonić w ciągu następnych pięciu lub dziesięciu minut",AZ,48,area_code_415,no,yes,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1
yes,"Klient: Daj mi ... Nie wiem, minęło trochę czasu.Byłem wcześniej w tej samej pozycji.Mój rachunek telefoniczny jest trochę ponad 50 USD miesięcznie.Chciałbym jednak dostać nowy telefon.
Agent Telcom: W porządku, najlepszą rzeczą, jaką możemy dla Ciebie zrobić, jest negocjowanie z Telcom w Twoim imieniu.
Klient: W porządku, ile pieniędzy muszę ci dać, abyś mógł anulować tę umowę?
Agent Telcom: Nie jesteśmy w stanie negocjować, ale możemy pracować z Tobą jednorazowo, aby uzyskać nowy telefon.
Klient: W porządku, bardzo dobrze.Więc teraz co zrobić",OK,86,area_code_510,yes,no,0,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2
no,"Klient: Chciałbym ulepszyć głos w telefonie do TTY.
Agent Telcom: Dziękuję.Oczywiście śmiało i kup nowy telefon, a my zaczniemy.Ile kosztuje nowy telefon i jaki jest koszt?
Klient: Chciałbym kupić najnowszy iPhone 5S z danymi.
Agent Telcom: Dziękuję za zakup i jestem pewien, że jesteś bardzo zadowolony z wyniku.Jaki jest koszt nowego telefonu?
Klient: Chciałbym kupić nowy telefon za 999,99 USD minus 200 USD za 2 -letni plan serwisowy.",LA,94,area_code_415,no,no,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3
no,"Klient: Chciałbym zaktualizować usługę głosową.
Agent Telcom: Wiesz, możesz to zrobić, przechodząc na naszą stronę internetową www.telcom.ca i klikając opcję aktualizacji po lewej stronie u góry.Możesz także sprawdzić opcje na www.yourinternchoice.ca.Dziękuję Shelly.
Klient: Dziękuję bardzo za stojąc u mojego boku Shelly.
Shelly: Dziękujemy za zadzwonienie do Telcom i za usługę i cierpliwość.Jeśli potrzebujesz pomocy, nie wahaj się z nami skontaktować pod numerem 1-888-946-",TN,148,area_code_415,no,yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1
no,"Klient: Chciałbym zaktualizować mój głos.
Agent Telcom: Więc chcesz zaktualizować swoją usługę głosową.A obecnie to 50,00 USD miesięcznie.
Klient: Tak.I chciałbym zaktualizować moje dane.
Agent Telcom: Więc chcesz zaktualizować swoją usługę danych.A teraz jest to 40,00 $ miesięcznie.
Klient: Tak.Mam też pakiet telewizyjny.
Agent Telcom: Tak?
Klient: Tak.A moja usługa internetowa jest obecnie gotowa.Ale chciałbym wiedzieć, czy po prostu uaktualniam Internet, a nie",MA,13,area_code_408,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2
no,"Klient: Zastanawiałem się, czy mogę uzyskać dane i głos za pomocą połączeń wspomaganych i potrzebuję ich teraz, ponieważ jestem teraz w dżemie i mam złe połączenie Wi -Fi i muszę sprawić, by mój e -mail do pracy.
Agent Telcom: Byłoby świetnie.Mój numer to 318-831-2964.
Klient: Dziękuję.A ile to byłoby?Czy robisz cały kontrakt, czy tylko z przodu?
Agent Telcom: Mogę zrobić całą umowę lub po prostu z przodu.Zrobiłbym cały kontrakt.Mogę polecić, aby uzyskać usługę danych w tym tygodniu i uzyskać",DC,63,area_code_408,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0
no,"Klient: Przeprowadziłem wiele badań i chciałbym zaktualizować do telefonu komórkowego 4G LTE.
Agent Telcom: Czy jesteś zdezorientowany?Nie trzeba się mylić.Aby uaktualnić do telefonu komórkowego 4G LTE, będziesz potrzebować nowej umowy Telcom.Nie można zaktualizować do telefonu komórkowego 4G LTE z telefonu komórkowego 3G lub 2G.Więc jaki rodzaj telefonu komórkowego chciałbyś zaktualizować dzisiaj?
Klient: Ach, tylko zastanawiałem się, co to jest.
Agent Telcom: jest to rodzaj telefonu, który można kupić bez umowy Telcom.Kupić nowy",MS,132,area_code_510,no,no,0,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92,3
yes,,NJ,24,area_code_408,no,no,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2
no,"Klient: Um, będę musiał uaktualnić do FaceTime.
Agent Telcom: Ach, Facetime?
Klient: Tak, chcę użyć FaceTime do czatu wideo.Miałem FaceTime od około półtora roku i jest to bardzo dobre, więc chcę to zatrzymać.
Agent Telcom: Och, widzę.Więc chcesz zaktualizować swój FaceTime do czatu wideo.Ile będzie Cię kosztować?Jaka jest całkowita kwota usługi?
Klient: To 8 USD miesięcznie.
Agent Telcom: OK, dam ci sumę dla",NM,148,area_code_408,no,no,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2
no,"Klient: Chciałbym zaktualizować umowę do Internetu i Telco TV.
Agent Telcom: Świetnie, wyślę ci poślizg pakowy w drodze do domu, poczekasz chwilę, kiedy to skończę i wrócę do ciebie.
Agent Telcom: OK, Lisa, ukończyłem pakowanie i wkrótce wrócę do Ciebie z warunkami nowej 3 -letniej umowy.A jeśli nie potrzebujesz żadnych dodatkowych informacji, kliknij przycisk podziękowania.
Klient: Dziękuję bardzo, a za kilka dni na pewno sprawdzę się z Tobą.I możesz do mnie zadzwonić, kiedy",TN,73,area_code_510,no,yes,6,237.6,105,40.39,244.9,98,20.82,188.3,107,8.47,6.8,11,1.84,4
no,"Klient: Chciałbym zaktualizować usługę głosową do DCS-MVNO.Jestem obecnym klientem Telcom i jestem z nimi przez ostatnie 3 lata.
Agent Telcom: Dziękuję za twoją prośbę.Czy jest coś, w czym mogę ci dzisiaj pomóc?
Klient: Chcę tylko wiedzieć, dlaczego muszę zaktualizować usługę głosową.
Agent Telcom: Dziękuję bardzo, dziękuję Julio.Dla jasności nie oferuję obecnie usług DCS-MVNO.Ale jeśli potrzebujesz tych usług, są one dostępne dla wszystkich klientów Telcom.
Klient: Ale ja",AR,132,area_code_415,no,no,0,99.0,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1
no,"Klient: Chciałbym zaktualizować usługę głosową do iPhone'a.
Agent Telcom: Więc możemy uaktualnić Twój głos do iPhone'a, prawda?
Klient: Tak.
Agent Telcom: Dobra, zróbmy to Edna.Możemy zaktualizować Twój telefon do iPhone'a.
Klient: Dziękuję.
Agent Telcom: A potem to byłoby?
Klient: Cóż, musisz zadzwonić do systemu.
Agent Telcom: OK.Więc jeśli możesz uzyskać numer telefonu osoby, która pracuje w systemie telefonicznym, czy byłbyś w stanie to zdobyć?I my",ME,57,area_code_510,no,yes,37,69.5,94,11.82,220.9,76,18.78,218.5,113,9.83,11.9,3,3.21,0
no,,ID,88,area_code_415,no,no,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0
yes,,IA,81,area_code_510,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1
no,"Klient: SMS -y do mojego telefonu, dziękuję.I chcę ulepszyć moją dwuletnią umowę.
Agent Telcom: No cóż, to byłaby najbardziej zaawansowana funkcja.Więc ile chciałbyś zaoszczędzić?
Klient: Więc chciałbym najlepiej zapisać połączenie głosowe, tekst i moje dane.
Agent Telcom: Dziękuję.A jaka jest obecna stawka, którą płacisz za tę usługę?
Klient: płacę 39,20 USD miesięcznie.
Agent Telcom: Ahh, to naprawdę wysokie.Jaka jest różnica między nimi?",NE,147,area_code_415,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2
no,"Klient: Mam więc 2 -letni rachunek i nie miałem z tym problemów.Ale jeśli uaktualnię do 3G i 4G LTE i zakładam, że będę musiał zapłacić ten sam miesięczny rachunek, ale bez możliwości aktualizacji?
Agent Telcom: Rosario to właśnie zamierzałem dać ci moją rekomendację.Wiem, że ceny wynoszą o około 25 dolarów wyżej w Twojej okolicy, ale jeśli mógłbyś oddzwonić za kilka dni, chętnie połączyłem cię z doradcą, który mógłby pomóc w Twojej propozycji.Dziękuję za biznes Rosario.
Klient: OK, ale",OR,95,area_code_415,no,no,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2
no,"Klient: głos
Agent Telcom: Świetnie!Czy teraz będziesz mógł zaktualizować swoje konto Telcom do istniejącego konta Telcom z nową ceną?
Klient: Tak, byłbym zainteresowany istniejącym kontem Telcom.Czy masz dostępne ceny?
Agent Telcom: Doskonały!Z pewnością będę szukał nowych ofert i poinformować Cię, czy i po przyjeździe.
Po uzgodnieniu planu Telcom, który chcesz w swoim klasycznym planie plus, teraz możesz zacząć.
Agent Telcom: Dziękujemy za udział w tym pokazie telefonicznym.Usiądź, proszę.",DC,66,area_code_415,no,no,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1
yes,"Klient: Mój obecny pakiet Telcom jest przerażający.Używałem go przez dwa lata i było to okropne.Nie byłem w stanie uzyskać przyzwoitej umowy od firmy telefonicznej, więc szukałem czegoś, co byłoby lepsze niż Telcom.
Agent Telcom: Och, to nie jest problem z Telcom, o który musisz się martwić.Dostajemy wiele takich połączeń.Problem polega na tym, że jesteś teraz klientem Telcom, co oznacza, że jesteś zobowiązany umowną do płacenia ogromnej dopłaty co miesiąc z powodu dopłaty Telcom.
Klient: Och, nie, nie zgadzam się z tym.Jestem posiadaczem konta Telcom i byłem",TN,110,area_code_510,no,no,0,220.9,100,37.55,279.6,76,23.77,239.8,107,10.79,13.5,9,3.65,1
no,"Klient: SMS.
Agent Telcom: Tak, tekst jest opcją.Jaką dziedzinę chciałbyś zaktualizować?
Klient: Moje pole to „2*”.
Agent Telcom: Ile listów chcesz obok „2*”?
Klient: Chcę dwie litery obok „2*”.
Agent Telcom: OK, co powiesz na to?1,2,3 czy 4?
Klient: Chcę 4.
Agent Telcom: OK, a ile liczb chcesz obok „4”?
Klient: Chcę 4.
Agent Telcom: OK, a ile liczb masz",SC,111,area_code_415,no,yes,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1
